asset_id,asset_category,asset_subtype,timestamp,operational_hours,engine_temp,hydraulic_pressure,vibration,outside_temp,environment_type,cycles_count,fuel_flow,brake_pressure,coolant_temp,oil_quality,battery_voltage,failure_flag,time_to_failure
Ar-APC-056,ArmoredVehicle,APC,10/23/2025,2449,119,3188,1.73,5,HighAltitude,73,197.8543341,3042.502109,80.67801032,63.75769603,25.34030871,1,0
Ar-APC-057,ArmoredVehicle,APC,10/30/2025,3603,117,3433,0.76,33,Coastal,284,124.3431181,3944.580471,107.0793205,83.56712624,26.71482758,1,0
Ar-APC-058,ArmoredVehicle,APC,6/13/2025,2852,96,2918,0.72,14,Temperate,386,130.6892397,2481.936378,71.26722742,92.87706193,22.86611049,0,2
Ar-APC-059,ArmoredVehicle,APC,10/15/2025,1690,96,3070,1.29,14,Temperate,130,80.50050996,3293.411703,106.1113052,92.3566693,22.55478398,1,0
Ar-APC-060,ArmoredVehicle,APC,4/8/2025,211,87,2886,1.51,28,Desert,37,78.22449409,3523.392835,96.21526199,77.94252381,24.87636524,0,11
Ar-APC-061,ArmoredVehicle,APC,6/5/2025,3919,70,2716,1.91,37,Desert,382,199.9358011,2957.841753,72.12965909,80.2200767,23.22707886,1,0
Ar-Sel-004,ArmoredVehicle,SelfPropelledHowitzer,2/8/2025,3871,112,2549,1.65,16,Temperate,322,84.71500881,3414.339127,60.45707308,75.28664598,24.23920416,1,0
Ar-Sel-005,ArmoredVehicle,SelfPropelledHowitzer,11/13/2025,2612,112,3456,1.42,20,Coastal,8,50.99185355,3103.287122,60.59254841,76.47088234,23.64844442,1,0
Ar-Sel-006,ArmoredVehicle,SelfPropelledHowitzer,5/27/2025,70,102,3332,1.55,17,Temperate,54,187.7073267,3048.770802,72.04844162,80.98904212,23.51450918,0,26
Ar-Sel-007,ArmoredVehicle,SelfPropelledHowitzer,7/23/2025,323,93,3482,1.11,26,Temperate,356,83.87858789,3368.083251,102.3933551,82.68678598,27.14931495,1,0
Ar-Sel-008,ArmoredVehicle,SelfPropelledHowitzer,1/17/2025,382,95,2888,1.07,20,Desert,326,51.4175259,2342.76715,84.99291966,71.6954826,26.70625786,0,28
Ar-Sel-009,ArmoredVehicle,SelfPropelledHowitzer,2/18/2025,3665,103,3441,0.56,3,Arctic,243,90.66425791,3848.318533,94.22143717,64.01865069,25.25818419,0,6
Ar-Sel-010,ArmoredVehicle,SelfPropelledHowitzer,6/11/2025,64,83,3101,0.72,42,Coastal,39,94.89153344,3127.916399,88.33479599,92.47212126,26.0622098,0,13
Ar-Sel-011,ArmoredVehicle,SelfPropelledHowitzer,3/13/2025,3237,114,3241,0.62,37,HighAltitude,27,64.6528681,2464.288009,63.80091233,80.25843716,25.6831914,1,0
Ar-Sel-012,ArmoredVehicle,SelfPropelledHowitzer,11/1/2025,1624,119,2834,0.54,7,Coastal,251,84.22075848,3106.07545,78.7713498,59.28689229,25.51525073,1,0
Ar-Sel-013,ArmoredVehicle,SelfPropelledHowitzer,7/14/2025,351,119,3133,0.94,5,Desert,42,90.19580463,2759.999986,99.19451409,57.71384453,24.33773185,1,0
Ar-Sel-014,ArmoredVehicle,SelfPropelledHowitzer,7/4/2025,436,75,2505,1.91,18,HighAltitude,389,90.46496649,2265.014009,69.36958918,72.44218385,25.32844,1,0
Ar-Sel-015,ArmoredVehicle,SelfPropelledHowitzer,7/28/2025,423,71,2591,1.03,-5,Arctic,306,167.6658086,3727.436355,60.61703074,70.69050349,26.67501463,0,18
Ar-Sel-016,ArmoredVehicle,SelfPropelledHowitzer,5/5/2025,2342,103,2673,1.53,0,Temperate,137,95.16968981,2986.247884,63.16335751,71.73381346,24.52661404,0,3
Ar-Sel-017,ArmoredVehicle,SelfPropelledHowitzer,7/4/2025,1030,85,3238,1.44,28,Arctic,100,118.6792449,2270.979051,60.33836847,69.78459892,27.04968032,0,28
Ar-Sel-018,ArmoredVehicle,SelfPropelledHowitzer,6/18/2025,1803,91,2940,1.72,45,Arctic,69,95.0652927,3206.422537,94.76461478,73.95048712,23.06582363,0,11
Ar-Sel-019,ArmoredVehicle,SelfPropelledHowitzer,5/30/2025,3010,114,3148,1.24,26,Temperate,166,106.4082953,3632.989031,79.64675649,55.69439118,25.38310305,1,0
Ar-Sel-020,ArmoredVehicle,SelfPropelledHowitzer,10/31/2025,2234,81,3198,1.65,-9,Coastal,362,81.44725945,3595.371042,101.5640904,53.4579336,27.08672758,1,0
Ar-Sel-021,ArmoredVehicle,SelfPropelledHowitzer,7/29/2025,2756,101,2642,1.45,5,HighAltitude,337,73.12148517,2846.25591,78.8495409,72.45333604,25.58760313,0,18
Ar-Sel-022,ArmoredVehicle,SelfPropelledHowitzer,9/17/2025,3782,114,2928,1.32,40,HighAltitude,359,184.3252273,3073.811972,91.90901835,54.2490967,26.61372429,1,0
Ar-Sel-023,ArmoredVehicle,SelfPropelledHowitzer,12/3/2025,2722,92,2670,1.47,-8,Arctic,330,151.6207844,2799.235492,97.63413889,98.28583889,24.58273326,1,0
Ar-Sel-024,ArmoredVehicle,SelfPropelledHowitzer,5/13/2025,909,102,3264,1.28,27,Arctic,113,116.8667827,2782.268337,98.61711162,79.42949783,25.00279469,0,1
Ar-Sel-025,ArmoredVehicle,SelfPropelledHowitzer,9/5/2025,428,88,2925,1.88,-5,Desert,373,71.25127652,2623.780688,82.76663176,60.34336631,24.89755599,1,0
Ar-Sel-026,ArmoredVehicle,SelfPropelledHowitzer,9/1/2025,399,98,3239,1.55,10,Desert,153,56.7024579,3421.55798,61.12925576,67.15389738,22.65617609,0,30
Ar-Sel-027,ArmoredVehicle,SelfPropelledHowitzer,5/5/2025,2113,81,3065,0.74,25,Coastal,236,84.77833211,2810.094873,69.22258876,82.02394383,24.59280671,1,0
Ar-Sel-028,ArmoredVehicle,SelfPropelledHowitzer,11/11/2025,3617,82,2960,1.39,14,Desert,360,82.21941576,2556.689661,95.18798717,89.80040255,25.46408743,0,18
Ar-Sel-029,ArmoredVehicle,SelfPropelledHowitzer,4/6/2025,1498,90,2701,1.19,6,Coastal,270,194.88746,2626.80822,79.43196305,69.62720029,22.68539244,0,15
Ar-Sel-030,ArmoredVehicle,SelfPropelledHowitzer,11/13/2025,706,113,3222,1.7,29,Arctic,43,150.8165123,2626.37149,71.92863632,55.8474452,24.23983643,1,0
Ar-Sel-031,ArmoredVehicle,SelfPropelledHowitzer,3/14/2025,2092,94,2928,1.39,26,Coastal,216,77.86305489,3271.003284,94.67164633,82.26300475,27.99939732,0,16
Ar-Sel-032,ArmoredVehicle,SelfPropelledHowitzer,5/28/2025,574,81,2822,1.76,29,Desert,183,192.7762926,2969.217839,69.75642458,69.19720879,25.36949246,0,14
Ar-Sel-033,ArmoredVehicle,SelfPropelledHowitzer,12/17/2025,2014,96,3227,1.76,21,Temperate,42,134.8096699,3591.761779,71.02647531,51.63475434,23.3490605,0,25
Ar-Sel-034,ArmoredVehicle,SelfPropelledHowitzer,8/23/2025,2316,117,3291,1.65,25,Arctic,57,135.9071081,2535.777819,87.1553091,99.544681,25.25226027,1,0
Ar-Sel-035,ArmoredVehicle,SelfPropelledHowitzer,1/22/2025,3112,116,2951,1.32,17,Desert,376,174.5106075,3502.690989,74.88544676,99.96563346,24.69839406,1,0
Ar-Sel-036,ArmoredVehicle,SelfPropelledHowitzer,6/28/2025,3531,75,2949,1.8,-3,Temperate,107,171.6054075,3175.847794,77.53154206,85.53769797,25.79662379,0,5
Ar-Sel-037,ArmoredVehicle,SelfPropelledHowitzer,4/16/2025,3332,83,3324,0.59,12,Arctic,143,139.5286529,2336.754729,108.9500078,64.6317349,25.43641348,1,0
Ar-Sel-038,ArmoredVehicle,SelfPropelledHowitzer,9/21/2025,3687,113,3334,0.64,38,Coastal,30,198.8729338,3734.095181,66.34440843,93.30393975,23.49806345,1,0
Ar-Sel-039,ArmoredVehicle,SelfPropelledHowitzer,12/31/2025,1319,85,3279,1.77,15,Coastal,72,136.6138294,2537.434304,80.71125447,72.59958613,25.80176658,0,3
Ar-Sel-040,ArmoredVehicle,SelfPropelledHowitzer,7/26/2025,2111,117,2784,1.54,13,Coastal,249,99.09339202,2004.94617,98.70676452,86.63620133,26.38559162,1,0
Ar-Sel-041,ArmoredVehicle,SelfPropelledHowitzer,8/23/2025,2600,112,3214,1.04,-6,Arctic,203,82.67449025,2859.286201,70.59257332,63.42684192,26.9700617,1,0
Ar-Sel-042,ArmoredVehicle,SelfPropelledHowitzer,6/22/2025,2241,106,2633,1.35,21,HighAltitude,349,164.3381034,2091.885851,91.30897611,91.83510894,22.09768811,0,6
Ar-Sel-043,ArmoredVehicle,SelfPropelledHowitzer,8/14/2025,1869,70,3481,1.14,34,Temperate,332,95.27982566,3748.846739,103.8297519,54.66699923,24.1626123,1,0
Ar-Sel-044,ArmoredVehicle,SelfPropelledHowitzer,2/12/2025,1523,112,3425,1.47,-7,Coastal,320,95.82638673,3398.882743,71.70719207,82.77426142,26.22218824,1,0
Ar-Sel-045,ArmoredVehicle,SelfPropelledHowitzer,1/1/2025,874,100,2579,0.7,4,Arctic,348,116.7600315,2016.125138,77.1787075,56.02968931,27.16204176,0,16
Ar-Sel-046,ArmoredVehicle,SelfPropelledHowitzer,2/6/2025,937,94,2591,1.6,-4,Desert,160,105.1342534,2598.510655,79.13605249,90.66839619,27.24698377,0,22
Ar-Sel-047,ArmoredVehicle,SelfPropelledHowitzer,3/15/2025,280,103,3076,0.51,31,Temperate,225,102.6781578,2426.110903,97.41344182,95.99470623,25.69645608,0,7
Ar-Sel-048,ArmoredVehicle,SelfPropelledHowitzer,2/14/2025,3672,76,2643,1.63,27,Coastal,179,194.4873066,2629.007336,66.99150944,63.84838285,22.5054923,0,20
Ar-Sel-049,ArmoredVehicle,SelfPropelledHowitzer,11/8/2025,1167,119,3463,1.54,44,HighAltitude,105,127.6623692,3019.045132,97.39218205,64.77710256,22.32741479,1,0
Ar-Sel-050,ArmoredVehicle,SelfPropelledHowitzer,5/3/2025,2027,94,2615,0.86,30,Arctic,36,129.2429751,3955.393896,109.3441266,96.69622008,22.79189728,1,0
Ar-Sel-051,ArmoredVehicle,SelfPropelledHowitzer,10/19/2025,1723,93,3059,1.52,38,Coastal,394,60.9487761,3174.726994,60.68967129,60.78714693,27.53547573,0,13
Ar-Sel-052,ArmoredVehicle,SelfPropelledHowitzer,9/17/2025,1173,110,3229,1.25,16,Coastal,359,110.3416116,3281.074577,86.88276791,57.63402219,22.50158244,1,0
Ar-Sel-053,ArmoredVehicle,SelfPropelledHowitzer,4/15/2025,3990,79,3049,0.99,27,Desert,158,154.8013822,3459.916755,102.3234058,52.8952972,22.51727679,1,0
Ar-Sel-054,ArmoredVehicle,SelfPropelledHowitzer,8/11/2025,475,99,3126,1.41,9,Temperate,61,51.89974573,2274.423595,60.56753016,74.82064663,24.08023077,0,27
Ar-Sel-055,ArmoredVehicle,SelfPropelledHowitzer,5/13/2025,683,93,2629,1.62,45,HighAltitude,375,182.962214,3542.860581,61.46781256,90.35539233,23.63188357,1,0
Ar-Sel-056,ArmoredVehicle,SelfPropelledHowitzer,12/31/2025,3993,106,3142,0.62,19,Arctic,184,58.31586663,3718.719565,68.34406963,57.86549906,26.63997372,0,22
Ar-Sel-057,ArmoredVehicle,SelfPropelledHowitzer,3/1/2025,935,117,3021,0.5,44,Desert,125,56.89722948,2727.952993,106.0113273,58.94804669,27.76205287,1,0
Ar-Sel-058,ArmoredVehicle,SelfPropelledHowitzer,1/19/2025,2264,115,3258,1.48,4,HighAltitude,127,112.4384898,3440.575843,73.5628979,53.8943535,24.236849,1,0
Ar-Sel-059,ArmoredVehicle,SelfPropelledHowitzer,9/15/2025,2757,73,2683,0.83,23,Desert,205,60.33896567,2930.188356,74.11534353,92.24232521,23.96380553,0,1
Ar-Sel-060,ArmoredVehicle,SelfPropelledHowitzer,7/8/2025,821,88,3077,1.68,37,Arctic,124,119.5890036,3183.38187,84.66803379,88.63066315,23.17253454,0,25
Ar-Sel-061,ArmoredVehicle,SelfPropelledHowitzer,5/6/2025,616,70,3454,1.12,4,Arctic,177,145.3912759,3386.921613,60.479741,66.75086841,26.55357492,0,24
Fi-F16-000,FighterJet,F16,6/7/2025,425,552,3542,3.47,16,Coastal,30,195.8838854,2284.74697,73.99126354,52.19501329,23.38883544,1,0
Fi-F16-001,FighterJet,F16,9/24/2025,1691,595,3469,3.46,-5,Arctic,48,125.8141646,3274.43136,79.71756446,79.59478817,22.37369718,1,0
Fi-F16-002,FighterJet,F16,12/6/2025,3949,533,3242,2.44,44,HighAltitude,201,155.1088409,3470.705738,75.90288596,63.59779359,22.44812461,1,0
Fi-F16-003,FighterJet,F16,4/14/2025,557,649,3111,2.23,0,Coastal,238,97.10499317,2241.473474,77.9143723,88.51683744,24.71150246,1,0
Fi-F16-004,FighterJet,F16,8/26/2025,1085,530,3092,2.24,33,HighAltitude,360,154.5316975,2080.659616,101.7962375,66.38968294,22.54727742,1,0
Fi-F16-005,FighterJet,F16,5/8/2025,3966,591,3405,2.77,33,HighAltitude,133,173.0134424,2347.735465,107.6048303,92.73006523,25.33572257,1,0
Fi-F16-006,FighterJet,F16,10/9/2025,1023,524,3473,2.15,40,Temperate,62,51.79353848,3660.744664,109.1283619,56.53576188,26.94204049,1,0
Fi-F16-007,FighterJet,F16,7/10/2025,2811,521,3596,2.88,42,Desert,11,199.5742139,2395.500673,92.29934478,90.46493326,22.55187183,1,0
Fi-F16-008,FighterJet,F16,6/19/2025,501,510,3964,2.69,0,Arctic,221,173.2528102,2789.997376,61.47411465,84.16064584,23.03684327,1,0
Fi-F16-009,FighterJet,F16,4/20/2025,3720,547,3281,2.42,-1,Desert,314,142.8764823,2491.569558,74.75525815,70.59961031,25.30413199,1,0
Fi-F16-010,FighterJet,F16,2/1/2025,359,571,3392,2.21,2,Arctic,127,144.6131583,3604.336166,99.74231222,99.47018079,26.6914946,1,0
Fi-F16-011,FighterJet,F16,7/3/2025,1964,639,3800,2.73,26,Arctic,164,108.2571912,2359.631747,75.94387837,60.9510094,27.37458869,1,0
Fi-F16-012,FighterJet,F16,5/24/2025,239,620,3542,2.54,27,Temperate,81,65.0201506,3313.728843,73.32635005,90.81425808,27.5035569,1,0
Fi-F16-013,FighterJet,F16,1/29/2025,3129,556,3589,3.27,41,Coastal,181,190.2809048,3983.083842,68.68560157,61.82755664,23.90802621,1,0
Fi-F16-014,FighterJet,F16,12/24/2025,1469,507,3720,3.05,26,Arctic,72,134.4663336,2376.46733,109.4003105,94.08131799,24.95336034,1,0
Fi-F16-015,FighterJet,F16,6/8/2025,719,625,3038,2.14,4,Arctic,112,52.98919848,2955.977976,76.58669968,80.70673838,26.83867248,1,0
Fi-F16-016,FighterJet,F16,6/24/2025,2936,545,3940,3.2,45,HighAltitude,30,53.28693444,3173.21835,105.8612074,88.71832494,27.07888533,1,0
Fi-F16-017,FighterJet,F16,7/6/2025,3934,518,3382,3.06,32,Coastal,300,65.15482553,2603.530307,66.82258344,57.8751943,27.69216119,1,0
Fi-F16-018,FighterJet,F16,11/24/2025,3934,624,3664,2.48,35,Arctic,355,183.4400325,3227.417972,77.84127735,83.27658347,26.88672542,1,0
Fi-F16-019,FighterJet,F16,7/13/2025,1256,575,3130,2.27,-10,Arctic,200,177.6135448,3541.660785,88.37413774,59.1040878,23.90930147,1,0
Fi-F16-020,FighterJet,F16,11/10/2025,904,644,3106,3.41,-1,HighAltitude,381,61.67099577,2693.620249,75.97593396,81.80933851,27.77847775,1,0
Fi-F16-021,FighterJet,F16,12/29/2025,2744,585,3457,2.02,3,Temperate,354,60.16921701,2513.315883,65.40173006,50.06405787,24.31562259,1,0
Fi-F16-022,FighterJet,F16,8/3/2025,3969,542,3905,2.62,14,HighAltitude,279,106.3021356,3657.613955,99.43649972,78.90277455,26.54946126,1,0
Fi-F16-023,FighterJet,F16,4/26/2025,666,615,3075,3.2,-8,HighAltitude,10,97.80753619,3903.324263,63.71002009,58.50526016,24.2527473,1,0
Fi-F16-024,FighterJet,F16,2/8/2025,2240,523,3346,2.89,29,Coastal,360,54.64898061,3884.884516,68.24985974,94.48766352,22.94262266,1,0
Fi-F16-025,FighterJet,F16,2/21/2025,1356,552,3997,2.28,34,Arctic,369,188.83604,3080.250863,93.02989464,64.87003238,22.57549553,1,0
Fi-F16-026,FighterJet,F16,7/21/2025,2341,640,3860,2.74,-7,HighAltitude,1,114.1408936,2589.098898,93.1010113,80.0107764,23.1980488,1,0
Fi-F16-027,FighterJet,F16,1/14/2025,847,543,3653,2.44,-5,Coastal,59,96.25301002,2794.934697,84.45484061,83.05200274,22.54682127,1,0
Fi-F16-028,FighterJet,F16,10/6/2025,1587,547,3379,3.33,13,Temperate,228,56.6925387,2879.480846,73.17004048,91.85393761,25.38547953,1,0
Fi-F16-029,FighterJet,F16,3/19/2025,3081,524,3087,3,41,Arctic,211,195.6058306,3179.452885,87.68009531,92.03985832,26.91043129,1,0
Fi-F16-030,FighterJet,F16,8/3/2025,3955,637,3703,3.3,20,Arctic,120,121.4393422,2157.9101,105.1388601,85.71528496,25.01260882,1,0
Fi-F16-031,FighterJet,F16,9/22/2025,3278,646,3693,3.47,-1,Desert,387,117.3559604,3898.122966,68.35823937,60.59450798,23.1563565,1,0
Fi-F16-032,FighterJet,F16,1/22/2025,1734,520,3699,2.65,42,Temperate,304,88.682954,3821.608971,105.7086968,53.35059765,24.32859492,1,0
Fi-F16-033,FighterJet,F16,7/23/2025,2261,583,3877,2.41,19,Desert,358,143.4586893,3045.124021,80.97969171,70.72211994,22.88919845,1,0
Fi-F16-034,FighterJet,F16,10/29/2025,2386,525,3947,2.16,39,Desert,146,180.1212902,3760.271569,103.8946781,63.20683151,25.92872602,1,0
Fi-F16-035,FighterJet,F16,10/20/2025,2494,621,3038,2.26,15,Temperate,316,141.2982896,3387.322506,61.93912662,94.4787107,23.98896445,1,0
Fi-F16-036,FighterJet,F16,5/2/2025,201,621,3942,2.4,13,Desert,172,172.6078888,2606.109907,74.01733266,74.58096067,26.17709707,1,0
Fi-F16-037,FighterJet,F16,2/20/2025,3983,558,3137,2.45,37,Coastal,396,173.8734998,2538.839962,80.83863639,82.27774057,23.12761415,1,0
Fi-F16-038,FighterJet,F16,4/19/2025,3741,604,3758,2.73,23,HighAltitude,28,127.2904554,2317.944885,75.55615466,75.33976376,22.81389893,1,0
Fi-F16-039,FighterJet,F16,9/26/2025,3601,645,3029,2.26,43,Temperate,29,87.4235392,2912.897334,105.9015535,85.23169726,23.64386499,1,0
Fi-F16-040,FighterJet,F16,8/26/2025,2068,601,3650,3.38,33,Desert,123,105.8700142,3188.087187,68.87918471,93.5240386,25.52128149,1,0
Fi-F16-041,FighterJet,F16,6/29/2025,1410,541,3857,3.34,37,Desert,145,54.11757348,2099.302086,102.6910663,88.99150676,23.28591152,1,0
Fi-F16-042,FighterJet,F16,4/24/2025,2651,557,3693,2.31,31,Coastal,262,53.00785362,3560.607329,98.37863642,50.4448993,27.46909263,1,0
Fi-F16-043,FighterJet,F16,11/28/2025,709,502,3229,2.38,41,HighAltitude,364,195.0536665,3285.480623,81.19034003,68.82377261,24.0922552,1,0
Fi-F16-044,FighterJet,F16,5/10/2025,893,619,3309,3.02,42,Arctic,203,137.6730734,2014.695145,109.971469,98.32427272,27.03627052,1,0
Fi-F16-045,FighterJet,F16,10/15/2025,2651,572,3305,3.03,20,Desert,172,198.2541449,3281.189491,103.07458,63.0573454,26.26656265,1,0
Fi-F16-056,FighterJet,F16,5/29/2025,1867,633,3610,2.79,17,Temperate,175,199.4208372,2980.357369,97.50577911,58.24417544,27.44136542,1,0
Fi-F16-057,FighterJet,F16,7/26/2025,78,558,3229,3.09,-2,Temperate,375,53.28699081,3009.267109,66.15809909,85.5555045,26.75276293,1,0
Fi-F16-058,FighterJet,F16,7/12/2025,3590,565,3789,2.8,-7,Arctic,24,149.2954874,3307.135237,60.98708833,84.48748742,24.50065339,1,0
Fi-F16-059,FighterJet,F16,7/14/2025,506,640,3258,2.71,-1,Temperate,355,152.8610043,2018.609096,81.04357282,55.04899236,25.12185541,1,0
Fi-F16-060,FighterJet,F16,11/15/2025,2480,535,3428,3.25,-4,Arctic,368,142.6546933,2565.413536,99.23800331,74.88695316,25.65401086,1,0
Fi-F16-061,FighterJet,F16,5/15/2025,3405,633,3996,2.3,35,Coastal,151,74.05603979,3096.277527,105.5178314,84.41019577,24.88398366,1,0
Fi-F18-000,FighterJet,F18,5/1/2025,11,503,3687,2.13,-3,Arctic,342,124.1156043,3898.892031,98.97631113,53.75241068,26.34145749,1,0
Fi-F18-001,FighterJet,F18,5/12/2025,2639,559,3467,3.48,8,HighAltitude,237,57.51202937,3626.356828,103.7070225,92.61243429,24.16128798,1,0
Fi-F18-002,FighterJet,F18,12/13/2025,1280,609,3756,2.17,44,Desert,4,177.7998088,3326.710055,68.52561382,67.87637021,24.6262871,1,0
Fi-F18-003,FighterJet,F18,11/15/2025,1098,523,3381,3.22,1,Desert,205,110.0375339,2913.077373,101.7854173,84.49512156,24.86947007,1,0
Fi-F18-004,FighterJet,F18,8/4/2025,2657,542,3115,2.2,36,Desert,81,65.55696586,3822.453523,84.13374253,78.44717155,24.62897683,1,0
Fi-F18-005,FighterJet,F18,11/9/2025,1555,591,3626,2.04,33,Temperate,247,188.0596978,2225.874959,80.56421319,52.29861627,23.5696772,1,0
Fi-F18-006,FighterJet,F18,6/10/2025,50,634,3785,3.12,36,Arctic,114,196.6843336,3339.688716,76.91503209,76.15515876,26.20348111,1,0
Fi-F18-007,FighterJet,F18,2/18/2025,1772,563,3493,2.52,33,Coastal,76,175.8549532,3116.688473,109.3895812,52.72830576,25.8603923,1,0
Fi-F18-008,FighterJet,F18,3/22/2025,2070,620,3872,2.74,0,Desert,384,123.7471942,2481.783633,108.5072524,52.51753573,23.33623914,1,0
Fi-F18-009,FighterJet,F18,11/26/2025,1550,603,3836,2.35,19,Coastal,293,117.2147878,3713.178448,82.353406,55.9353426,24.98424009,1,0
Fi-F18-010,FighterJet,F18,12/1/2025,72,526,3413,2.62,25,Arctic,0,173.8863138,3583.56657,108.1585624,81.87690612,27.34066539,1,0
Fi-F18-011,FighterJet,F18,10/15/2025,847,616,3973,2.51,42,Desert,114,176.6476159,2663.945251,98.37081999,79.99755758,26.29994841,1,0
Fi-F18-012,FighterJet,F18,7/6/2025,2932,615,3116,2.15,32,Temperate,1,101.2035672,3659.767771,108.2216842,64.59917819,25.13191052,1,0
Fi-F18-013,FighterJet,F18,12/26/2025,435,511,3918,2.25,-2,Coastal,54,88.14339669,2391.842934,66.03729037,92.60971859,23.29353703,1,0
Fi-F18-014,FighterJet,F18,4/8/2025,2935,586,3110,3.14,-8,Arctic,63,165.821776,2901.009194,92.92283475,97.80951608,22.80781609,1,0
Fi-F18-015,FighterJet,F18,9/13/2025,17,635,3753,2.07,17,Arctic,247,188.6556311,3562.162994,105.5090743,84.59088563,23.04190162,1,0
Fi-F18-016,FighterJet,F18,3/7/2025,424,599,3673,2.9,10,Arctic,196,112.7997119,3217.987387,94.62577677,62.41193945,24.38721998,1,0
Fi-F18-024,FighterJet,F18,12/27/2025,2906,594,3773,2.88,37,Arctic,100,166.4220118,3928.579646,74.70888609,58.87129492,26.09595311,1,0
Fi-F18-025,FighterJet,F18,4/6/2025,3942,544,3752,2.77,14,Desert,219,91.86683695,2528.479191,68.04644249,92.3007098,22.03387082,1,0
Fi-F18-026,FighterJet,F18,8/27/2025,2906,539,3040,2.23,10,Arctic,26,166.0491425,3250.733325,102.1569991,65.05774092,26.73944909,1,0
Fi-F18-027,FighterJet,F18,10/9/2025,1466,518,3802,3.06,23,Temperate,94,128.0909431,3572.516479,67.96852463,77.15400775,24.4205024,1,0
Fi-F18-028,FighterJet,F18,6/28/2025,906,554,3679,2.5,13,HighAltitude,111,192.5462415,3236.561202,83.74285944,78.06673416,26.51280254,1,0
Fi-F18-029,FighterJet,F18,11/29/2025,36,529,3684,2.52,5,Arctic,318,86.57407458,2079.754497,104.2830079,69.06863038,26.77723951,1,0
Fi-F18-030,FighterJet,F18,2/28/2025,1580,565,3553,3.09,-9,Arctic,394,106.2437063,3605.633475,82.27784488,52.19258305,27.38968965,1,0
Fi-F18-031,FighterJet,F18,4/9/2025,1312,631,3084,3.42,0,Arctic,273,51.09958793,2130.943644,93.51675631,88.67911332,27.18970513,1,0
Fi-F18-032,FighterJet,F18,8/6/2025,3422,526,3210,2.81,34,Coastal,331,172.5131522,2144.240987,94.30217696,51.18764731,26.3012097,1,0
Fi-F18-033,FighterJet,F18,1/20/2025,358,518,3055,2.27,6,Arctic,36,136.2443441,2455.29127,72.93239795,69.40163018,25.78130359,1,0
Fi-F18-034,FighterJet,F18,8/10/2025,1295,504,3398,3.01,24,Desert,328,158.0428522,2126.475182,97.29755155,52.27584269,27.08950743,1,0
Fi-F18-035,FighterJet,F18,7/3/2025,3801,628,3108,2.43,33,HighAltitude,310,62.97578322,3530.548482,81.88380747,69.75566291,25.96433899,1,0
Fi-F18-036,FighterJet,F18,8/31/2025,640,636,3225,2.2,15,Arctic,151,194.0201398,2288.151075,93.86445228,95.70844582,26.77010273,1,0
Fi-F18-037,FighterJet,F18,11/28/2025,1528,502,3566,3.31,-1,Desert,21,50.75447586,3193.309775,86.85760243,97.34896946,23.82814691,1,0
Fi-F18-038,FighterJet,F18,6/26/2025,867,605,3927,2.97,22,Temperate,82,77.59890842,3233.769846,72.63708889,55.73112711,26.02586747,1,0
Fi-F18-039,FighterJet,F18,10/18/2025,3490,513,3871,3.13,25,Coastal,330,132.4496915,2581.305335,63.36813787,54.91012007,26.35353554,1,0
Fi-F18-040,FighterJet,F18,9/7/2025,3897,584,3365,2.19,31,Temperate,51,92.77057158,2139.617769,69.67492846,74.29306151,23.97007647,1,0
Fi-F18-041,FighterJet,F18,12/4/2025,1252,649,3156,2.85,13,HighAltitude,219,75.29592664,2626.429561,99.2830056,85.60995636,25.84503127,1,0
Fi-F18-042,FighterJet,F18,5/22/2025,3441,592,3137,3.02,11,Coastal,236,116.803696,3549.533923,84.34856912,55.44163181,25.87330962,1,0
Fi-F18-043,FighterJet,F18,2/11/2025,3447,571,3879,3.24,24,Temperate,134,160.0316926,3253.23777,96.37126836,94.60525923,27.09752364,1,0
Fi-F18-044,FighterJet,F18,11/20/2025,127,648,3592,2.61,27,Temperate,18,132.7390998,3086.938648,109.9364088,73.60519754,26.65118343,1,0
Fi-F18-045,FighterJet,F18,7/7/2025,1607,557,3912,3.16,36,HighAltitude,68,119.7051713,3020.823987,79.83925788,75.10836348,25.97607094,1,0
Fi-F18-046,FighterJet,F18,11/11/2025,2802,542,3775,2.77,18,Temperate,91,134.9535882,3131.625066,103.6097577,57.30995265,26.39202685,1,0
Fi-F18-047,FighterJet,F18,7/3/2025,165,556,3779,2.73,-6,HighAltitude,189,85.10280033,3337.1712,85.89426149,89.57302286,24.32855866,1,0
Fi-F18-048,FighterJet,F18,8/21/2025,3610,511,3040,3.47,10,Desert,360,195.2662101,3267.133964,73.67476576,87.09548535,25.47178861,1,0
Fi-F18-049,FighterJet,F18,10/19/2025,712,596,3669,2.57,27,Desert,264,87.73796153,3945.348217,71.14496273,70.29211013,26.90342059,1,0
Fi-F18-050,FighterJet,F18,6/26/2025,1994,623,3908,2.91,22,Temperate,225,74.84087336,2154.176451,92.17385012,60.57585521,23.12143405,1,0
Fi-F18-051,FighterJet,F18,7/5/2025,2465,530,3676,2.35,41,HighAltitude,368,67.00080463,3350.458853,83.95105817,79.53954494,25.8835554,1,0
Fi-F18-052,FighterJet,F18,7/30/2025,91,562,3044,2.19,27,Temperate,68,144.4310637,2078.38173,88.61346496,52.79560021,23.54955788,1,0
